chromosome,gene_name,gene_type,position_start,position_end,gene_source,strand
chr18,CTD-2338I4.1,lncRNA,27870126,27994039,HAVANA,+
chr18,RP11-675P14.1,lncRNA,28293241,28294252,HAVANA,+
chr18,RP11-675P14.2,TEC,28359972,28360390,HAVANA,+
chr18,RP11-25I11.1,lncRNA,28534786,28560883,HAVANA,-
chr18,KNOWN,snRNA,28564072,28564181,ENSEMBL,+
chr18,DSC3,protein_coding,28569331,28622781,HAVANA,-
chr18,NOVEL,lincRNA,28638806,28639359,HAVANA,-
chr18,DSC2,protein_coding,28638806,28682485,HAVANA,-
chr18,NOVEL,snoRNA,28652470,28652573,ENSEMBL,+
chr18,DSCAS,lncRNA,28681546,28742752,HAVANA,+
chr18,DSC1,protein_coding,28709199,28742819,HAVANA,-
chr18,RP11-408H20.3,lncRNA,28711419,28712457,HAVANA,+
chr18,DSG1,protein_coding,28898123,28939209,HAVANA,+
chr18,DSG1-AS1,lncRNA,28923331,29006951,HAVANA,-
chr18,KNOWN,snRNA,28925325,28925430,ENSEMBL,-
chr18,DSG4,protein_coding,28956740,28994875,HAVANA,+
chr18,NOVEL,misc_RNA,28962280,28962393,ENSEMBL,+
chr18,DSG3,protein_coding,29027704,29058665,HAVANA,+
chr18,RP11-650P15.1,lncRNA,29076608,29077158,HAVANA,-
chr18,DSG2,protein_coding,29078140,29128971,HAVANA,+
chr18,DSG2-AS1,lncRNA,29122109,29136911,HAVANA,-
chr18,TTR,protein_coding,29136972,29178796,HAVANA,+
chr18,B4GALT6,protein_coding,29202209,29265799,HAVANA,-
chr18,KNOWN,snRNA,29249252,29249341,ENSEMBL,-
chr18,RP11-549B18.1,lncRNA,29265618,29266786,HAVANA,+
chr18,KNOWN,misc_RNA,29298856,29299171,ENSEMBL,+
chr18,LRRC37A7P,transcribed_processed_pseudogene,29304161,29306919,HAVANA,+
chr18,RP11-549B18.3,processed_pseudogene,29306006,29306360,HAVANA,-
chr18,SLC25A52,protein_coding,29339547,29340843,HAVANA,-
chr18,TRAPPC8,protein_coding,29409160,29533099,HAVANA,-
chr18,RP11-210K20.2,lncRNA,29424351,29425141,HAVANA,+
chr18,KNOWN,pseudogene,29462583,29462865,HAVANA,+
chr18,RP11-210K20.6,processed_pseudogene,29463251,29463691,HAVANA,+
chr18,RP11-210K20.5,lncRNA,29475708,29476373,HAVANA,-
chr18,KNOWN,snRNA,29517496,29517602,ENSEMBL,+
chr18,RP11-326K13.4,lncRNA,29522538,29524119,HAVANA,+
chr18,PGDP1,processed_pseudogene,29542141,29543581,HAVANA,+
chr18,RP11-326K13.2,processed_pseudogene,29546923,29547508,HAVANA,+
chr18,RP11-326K13.3,TEC,29562862,29566050,HAVANA,+
chr18,RNF125,protein_coding,29598788,29653182,HAVANA,+
chr18,RP11-53I6.2,lncRNA,29598792,29691742,HAVANA,+
chr18,RP11-326K13.5,lncRNA,29610998,29611322,HAVANA,+
chr18,NOVEL,miRNA,29640868,29640952,ENSEMBL,-
chr18,RP11-53I6.1,processed_pseudogene,29655848,29656235,HAVANA,-
chr18,RP11-53I6.3,lncRNA,29671258,29672082,HAVANA,-
chr18,RNF138,protein_coding,29671837,29711524,HAVANA,+
chr18,NOVEL,snoRNA,29674467,29674569,ENSEMBL,+
chr18,RP11-53I6.4,lncRNA,29702363,29704441,HAVANA,-
chr18,GAREM1,protein_coding,29704840,30050845,HAVANA,-
chr18,RNA5SP453,rRNA_pseudogene,29756013,29756131,ENSEMBL,-
chr18,MEP1B,protein_coding,29765032,29800367,HAVANA,+
chr18,CLUHP6,processed_pseudogene,29775989,29776929,HAVANA,-
chr18,RP11-344B2.3,lncRNA,29825909,29828995,HAVANA,-
chr18,NOVEL,misc_RNA,29843098,29843201,ENSEMBL,-
chr18,RP11-344B2.2,lncRNA,29867400,29870303,HAVANA,+
chr18,HNRNPA1P7,processed_pseudogene,29992177,29993139,HAVANA,-
chr18,RP11-57G22.3,lncRNA,30050251,30325530,HAVANA,+
chr18,WBP11P1,transcribed_processed_pseudogene,30091626,30094597,HAVANA,+
chr18,NOVEL,miRNA,30106105,30106185,ENSEMBL,+
chr18,RP11-413I9.2,lncRNA,30133996,30146597,HAVANA,-
chr18,RP11-386P4.1,lncRNA,30161491,30162791,HAVANA,+
chr18,KLHL14,protein_coding,30252636,30352986,HAVANA,-
chr18,AC012123.1,lncRNA,30349758,30354376,HAVANA,+
chr18,RP11-57G22.1,processed_pseudogene,30359002,30359249,HAVANA,+
chr18,RP11-746B8.1,lncRNA,30413417,30518280,HAVANA,+
chr18,CCDC178,protein_coding,30517366,31021065,HAVANA,-
chr18,RP11-680N20.1,lncRNA,30534039,30537962,HAVANA,+
chr18,ASXL3-DT,lncRNA,31132087,31158151,HAVANA,-
chr18,ASXL3,protein_coding,31158183,31331159,HAVANA,+
chr18,NOL4,protein_coding,31431064,31804916,HAVANA,-
chr18,NOVEL,misc_RNA,31581662,31581763,ENSEMBL,-
chr18,RP11-379L18.2,TEC,31800971,31801567,HAVANA,-
chr18,RP11-379L18.1,lncRNA,31802929,31804725,HAVANA,+
chr18,RP11-379L18.3,lncRNA,31805894,31806393,HAVANA,+
chr18,DTNA,protein_coding,32073255,32471808,HAVANA,+
chr18,RP11-115P21.1,processed_pseudogene,32153951,32154487,HAVANA,-
chr18,RP11-138H11.1,lncRNA,32317759,32347627,HAVANA,-
chr18,NOVEL,miRNA,32399910,32399995,ENSEMBL,-
chr18,RP11-96A15.1,lncRNA,32471977,32483468,HAVANA,-
chr18,MAPRE2,protein_coding,32556892,32723434,HAVANA,+
chr18,RP11-294N21.2,TEC,32661973,32662206,HAVANA,+
chr18,RP11-294N21.3,lncRNA,32724906,32725381,HAVANA,+
chr18,ZNF397,protein_coding,32820994,32847097,HAVANA,+
chr18,ZSCAN30,protein_coding,32831022,32870209,HAVANA,-
chr18,RP11-158H5.2,TEC,32837004,32837476,HAVANA,+
chr18,RP11-158H5.8,lncRNA,32848182,32850202,HAVANA,+
chr18,RP11-158H5.7,lncRNA,32860831,32870165,HAVANA,-
chr18,ZNF271P,transcribed_unitary_pseudogene,32870246,32908354,HAVANA,+
chr18,RP11-54G14.1,lncRNA,32897360,32897812,HAVANA,+
chr18,ZNF24,protein_coding,32912191,32925446,HAVANA,-
chr18,ZNF396,protein_coding,32946658,32957301,HAVANA,-
chr18,RP11-322E11.1,processed_pseudogene,32963318,32963989,HAVANA,-
chr18,RP11-322E11.2,lncRNA,32983960,32986492,HAVANA,-
chr18,RP11-322E11.5,lncRNA,33023833,33047052,HAVANA,-
chr18,RP11-322E11.6,protein_coding,33023835,33077904,HAVANA,-
chr18,INO80C,protein_coding,33032194,33077943,HAVANA,-
chr18,RP11-322E11.3,TEC,33063395,33063631,HAVANA,-
chr18,GALNT1,protein_coding,33161081,33291798,HAVANA,+
chr18,RP11-712P20.2,lncRNA,33175865,33177563,HAVANA,+
chr18,RP11-873E20.1,lncRNA,33296334,33297942,HAVANA,+
chr18,NRBF2P1,processed_pseudogene,33421723,33422581,HAVANA,+
chr18,KNOWN,miRNA,33484781,33484889,ENSEMBL,-
chr18,KNOWN,miRNA,33514051,33514105,ENSEMBL,-
chr18,RP11-905K4.1,lncRNA,33531766,33546081,HAVANA,-
chr18,RP11-723J4.3,TEC,33552114,33553879,HAVANA,+
chr18,C18orf21,protein_coding,33552588,33559249,HAVANA,+
chr18,RPRD1A,protein_coding,33564350,33647539,HAVANA,-
chr18,SLC39A6,protein_coding,33688494,33709348,HAVANA,-
chr18,ELP2,protein_coding,33709407,33760520,HAVANA,+
chr18,COSMOC,lncRNA,33759959,33767411,HAVANA,-
chr18,MOCOS,protein_coding,33767460,33852120,HAVANA,+
chr18,RP11-49I11.4,lncRNA,33769787,33770235,HAVANA,+
chr18,RP11-49I11.2,processed_pseudogene,33853537,33854562,HAVANA,+
chr18,RP11-49I11.3,processed_pseudogene,33858698,33859082,HAVANA,-
chr18,FHOD3,protein_coding,33877677,34360018,HAVANA,+
chr18,RP11-645I23.1,lncRNA,33997018,34004148,HAVANA,-
chr18,NOVEL,snoRNA,34222576,34222647,ENSEMBL,-
chr18,TPGS2,protein_coding,34357610,34409179,HAVANA,-
chr18,KIAA1328,protein_coding,34409069,34812135,HAVANA,+
chr18,RP11-58G13.1,lncRNA,34481909,34503777,HAVANA,-
chr18,RP11-95O2.1,lncRNA,34814082,34816205,HAVANA,-
chr18,CELF4,protein_coding,34823003,35145790,HAVANA,-
chr18,RP11-95O2.5,lncRNA,34823739,34827469,HAVANA,+
chr18,RP11-797E24.3,lncRNA,34853669,34856535,HAVANA,+
chr18,RP11-797E24.1,TEC,34885258,34886296,HAVANA,-
chr18,RP11-1147P1.1,TEC,35053293,35053940,HAVANA,-
chr18,RP11-19F9.2,lncRNA,35145244,35342095,HAVANA,+
chr18,KNOWN,miRNA,35237098,35237178,ENSEMBL,+
chr18,RPL12P40,processed_pseudogene,35252652,35253139,HAVANA,+
chr18,RP11-60G10.1,lncRNA,35540184,35572377,HAVANA,+
chr18,RP11-687D19.1,lncRNA,36235173,36267997,HAVANA,-
chr18,KNOWN,misc_RNA,36596011,36596308,ENSEMBL,-
chr18,KNOWN,snRNA,36613971,36614074,ENSEMBL,+
chr18,MIR924HG,lncRNA,36786881,37380286,HAVANA,-
chr18,RP11-1I2.1,lncRNA,36894204,36907972,HAVANA,+
chr18,RPL7AP66,processed_pseudogene,36914836,36915636,HAVANA,-
chr18,RP11-25C13.1,lncRNA,37235609,37245458,HAVANA,+
chr18,KNOWN,miRNA,37256685,37256743,ENSEMBL,+
chr18,KNOWN,snRNA,37258484,37258586,ENSEMBL,-
chr18,LINC01901,lncRNA,37421138,37504804,HAVANA,-
chr18,LINC01902,lncRNA,37421673,37476262,HAVANA,+
chr18,RP11-5A1.1,TEC,37642867,37646435,HAVANA,-
chr18,LINC01477,lncRNA,37646250,37679197,HAVANA,+
chr18,RPL17P45,processed_pseudogene,37723890,37724468,HAVANA,-
chr18,RP11-10C23.1,lncRNA,37825843,37827331,HAVANA,+
chr18,KNOWN,snRNA,38052785,38052846,ENSEMBL,+
chr18,RP11-142I20.2,lncRNA,38921283,39087514,HAVANA,+
chr18,KC6,lncRNA,39045747,39212149,HAVANA,-
chr18,NPM1P1,processed_pseudogene,39369127,39369360,HAVANA,-
chr18,AC011225.1,processed_pseudogene,39399018,39399386,HAVANA,+
chr18,PIK3C3,protein_coding,39535199,39667794,HAVANA,+
chr18,RP11-687E1.2,lncRNA,39632669,39632994,HAVANA,+
chr18,RP11-115N12.1,processed_pseudogene,39669276,39669716,HAVANA,+
chr18,RP11-687E1.3,lncRNA,39685693,39695502,HAVANA,-
chr18,LINC00907,lncRNA,39739247,40271387,HAVANA,+
chr18,RNA5SP454,rRNA_pseudogene,39850554,39850680,ENSEMBL,+
chr18,RP11-1119E12.1,lncRNA,40229485,40237858,HAVANA,-
chr18,RIT2,protein_coding,40323192,40695656,HAVANA,-
chr18,RP11-761D8.1,lncRNA,40695712,40709004,HAVANA,+
chr18,SYT4,protein_coding,40847857,40857500,HAVANA,-
chr18,RP11-789C7.1,TEC,41079138,41079801,HAVANA,+
chr18,KNOWN,snRNA,41412124,41412230,ENSEMBL,-
chr18,AC083760.1,processed_pseudogene,41619436,41620105,HAVANA,+
chr18,RNA5SP455,rRNA_pseudogene,41651548,41651666,ENSEMBL,+
chr18,CTC-782O7.3,lncRNA,41794936,41922280,HAVANA,+
chr18,LINC01478,lncRNA,41860733,42159918,HAVANA,-
chr18,KRT8P5,processed_pseudogene,41900765,41902222,HAVANA,-
chr18,MLECP1,processed_pseudogene,42102331,42103039,HAVANA,+
chr18,SETBP1-DT,lncRNA,42256892,42259682,HAVANA,-
chr18,SETBP1,protein_coding,42260138,42648475,HAVANA,+
chr18,RP11-9H20.2,TEC,42312540,42313280,HAVANA,+
chr18,KNOWN,miRNA,42550047,42550131,ENSEMBL,-
chr18,RP11-693M3.1,TEC,42566074,42569168,HAVANA,+
chr18,RP11-846C15.2,lncRNA,42684326,42761347,HAVANA,-
chr18,SLC14A2,protein_coding,42792960,43263653,HAVANA,+
chr18,SLC14A2-AS1,lncRNA,43003729,43063183,HAVANA,-
chr18,RP11-749H17.1,lncRNA,43063308,43109820,HAVANA,+
chr18,RP11-309E23.3,lncRNA,43071546,43083789,HAVANA,-
chr18,RP11-749H17.2,lncRNA,43087167,43130148,HAVANA,+
chr18,RP11-749H17.3,lncRNA,43151371,43191505,HAVANA,-
chr18,RP11-116O18.1,lncRNA,43226118,43227902,HAVANA,+
chr18,NOVEL,antisense,43249332,43327180,HAVANA,-
chr18,SLC14A1,protein_coding,43266990,43332485,HAVANA,+
chr18,RP11-618K16.4,processed_pseudogene,43368495,43368635,HAVANA,+
chr18,SIGLEC15,protein_coding,43405640,43424059,HAVANA,+
chr18,EPG5,protein_coding,43427574,43547295,HAVANA,-
chr18,PSTPIP2,protein_coding,43563502,43652238,HAVANA,-
chr18,KNOWN,misc_RNA,43569619,43569911,ENSEMBL,-
chr18,RP11-8H2.1,processed_pseudogene,43608272,43609795,HAVANA,+
chr18,NOVEL,misc_RNA,43656970,43657065,ENSEMBL,-
chr18,ATP5F1A,protein_coding,43660214,43684300,HAVANA,-
chr18,HAUS1,protein_coding,43684344,43708299,HAVANA,+
chr18,KNOWN,snRNA,43701581,43701687,ENSEMBL,-
chr18,C18orf25,protein_coding,43753519,43846955,HAVANA,+
chr18,RNF165,protein_coding,43906772,44043103,HAVANA,+
chr18,RP11-63I8.1,TEC,43965670,43967046,HAVANA,+
chr18,RP11-418K9.3,lncRNA,43989160,43990608,HAVANA,-
chr18,LOXHD1,protein_coding,44056935,44237183,HAVANA,-
chr18,ST8SIA5,protein_coding,44247784,44339220,HAVANA,-
chr18,RP11-742D12.1,processed_pseudogene,44302938,44303186,HAVANA,+
chr18,ST8SIA5-DT,lncRNA,44336450,44382412,HAVANA,+
chr18,RP11-687F6.5,lncRNA,44366662,44369260,HAVANA,-
chr18,PIAS2,protein_coding,44383181,44500123,HAVANA,-
chr18,RP11-687F6.4,processed_pseudogene,44432595,44433845,HAVANA,-
chr18,RP11-776B3.1,TEC,44494984,44495586,HAVANA,-
chr18,KATNAL2,protein_coding,44497455,44628614,HAVANA,+
chr18,ELOA3D,protein_coding,44542731,44544371,HAVANA,-
chr18,ELOA3CP,protein_coding,44548658,44549423,HAVANA,-
chr18,ELOA3B,protein_coding,44549424,44550298,HAVANA,-
chr18,ELOA3,protein_coding,44554573,44556213,HAVANA,-
chr18,ELOA2,protein_coding,44558898,44561992,HAVANA,-
chr18,RP11-49K24.3,TEC,44602488,44602965,HAVANA,+
chr18,RP11-49K24.4,lncRNA,44603732,44617651,HAVANA,-
chr18,RP11-49K24.8,lncRNA,44632317,44634433,HAVANA,+
chr18,HDHD2,protein_coding,44633779,44676871,HAVANA,-
chr18,RP11-49K24.6,protein_coding,44634559,44702716,HAVANA,-
chr18,RP11-49K24.5,processed_pseudogene,44663389,44663661,HAVANA,+
chr18,IER3IP1,protein_coding,44679205,44702735,HAVANA,-
chr18,SKOR2,protein_coding,44732540,44778031,HAVANA,-
chr18,KNOWN,snRNA,44760813,44760919,ENSEMBL,-
chr18,RP11-701C7.1,lncRNA,44790306,44809310,HAVANA,+
chr18,MIR4527HG,lncRNA,44812096,45120921,HAVANA,+
chr18,KNOWN,miRNA,44906867,44906936,ENSEMBL,+
chr18,RP11-157P23.1,TEC,45027543,45029477,HAVANA,+
chr18,RP11-157P23.2,lncRNA,45027543,45084754,HAVANA,+
chr18,TPMTP1,processed_pseudogene,45156483,45157219,HAVANA,+
chr18,RP11-767C4.1,processed_pseudogene,45229546,45230116,HAVANA,+
chr18,SMAD2,protein_coding,45335328,45457517,HAVANA,-
chr18,MTCO2P2,processed_pseudogene,45379604,45379828,HAVANA,-
chr18,RP11-380M21.1,TEC,45393210,45393738,HAVANA,+
chr18,NOVEL,sense_intronic,45404666,45408815,HAVANA,-
chr18,RP11-380M21.3,TEC,45438578,45438875,HAVANA,-
chr18,ZBTB7C,protein_coding,45553043,45937123,HAVANA,-
chr18,RP11-246E12.2,TEC,45674005,45677235,HAVANA,-
chr18,RP11-246E12.4,lncRNA,45688410,45711096,HAVANA,+
chr18,KNOWN,snRNA,45696155,45696261,ENSEMBL,-
chr18,C18orf12,TEC,45778672,45779208,HAVANA,+
chr18,KNOWN,snRNA,45918962,45919021,ENSEMBL,+
chr18,RNA5SP456,rRNA_pseudogene,46001858,46001971,ENSEMBL,-
chr18,RP11-23B5.2,processed_pseudogene,46004653,46004862,HAVANA,-
chr18,POLR3GP2,processed_pseudogene,46004932,46005599,HAVANA,+
chr18,CTIF,protein_coding,46065402,46389588,HAVANA,+
chr18,RP11-426J5.3,TEC,46091166,46094713,HAVANA,+
chr18,RP11-426J5.1,TEC,46188211,46189006,HAVANA,-
chr18,KNOWN,miRNA,46196971,46197039,ENSEMBL,+
chr18,RP11-426J5.2,lncRNA,46199946,46214790,HAVANA,-
chr18,RP11-46D1.2,TEC,46282064,46282689,HAVANA,+
chr18,RP11-484L8.1,lncRNA,46352422,46361141,HAVANA,-
chr18,SMAD7,protein_coding,46446223,46477335,HAVANA,-
chr18,RP11-1058N17.1,lncRNA,46489321,46490311,HAVANA,-
chr18,RP11-15F12.6,TEC,46539476,46540189,HAVANA,+
chr18,RP11-15F12.1,lncRNA,46550073,46574844,HAVANA,+
chr18,DYM,protein_coding,46562757,46987717,HAVANA,-
chr18,KNOWN,miRNA,46576057,46576138,ENSEMBL,-
chr18,RP11-15F12.3,lncRNA,46642671,46652849,HAVANA,+
chr18,RP11-30L3.2,lncRNA,46732282,46735151,HAVANA,+
chr18,RP11-110H1.9,lncRNA,46958114,46973790,HAVANA,-
chr18,RP11-110H1.10,lncRNA,46973834,46978197,HAVANA,+
chr18,PRR13P4,processed_pseudogene,46996173,46996593,HAVANA,+
chr18,C18orf32,protein_coding,47003613,47013622,HAVANA,-
chr18,RPL17-C18orf32,protein_coding,47008051,47018849,HAVANA,-
chr18,RP11-110H1.4,lncRNA,47010906,47012519,HAVANA,-
chr18,MIR1539,lncRNA,47013709,47018248,HAVANA,+
chr18,RPL17,protein_coding,47014823,47018878,HAVANA,-
chr18,KNOWN,snoRNA,47015615,47015678,ENSEMBL,-
chr18,KNOWN,snoRNA,47017653,47017717,ENSEMBL,-
chr18,KNOWN,snoRNA,47018034,47018099,ENSEMBL,-
chr18,SRP72P1,processed_pseudogene,47021517,47023266,HAVANA,-
chr18,LINC02837,lncRNA,47025760,47028230,HAVANA,+
chr18,LIPG,protein_coding,47087069,47125555,HAVANA,+
chr18,SMUG1P1,processed_pseudogene,47176720,47177530,HAVANA,+
chr18,RP11-813F20.2,lncRNA,47266193,47268433,HAVANA,-
chr18,ACAA2,protein_coding,47308534,47340323,HAVANA,-
chr18,RP11-886H22.1,protein_coding,47322163,47363993,HAVANA,-
chr18,SNHG22,lncRNA,47340393,47377429,HAVANA,+
chr18,KNOWN,snoRNA,47340503,47340646,ENSEMBL,+
chr18,NOVEL,snoRNA,47340731,47340813,ENSEMBL,+
chr18,MYO5B,protein_coding,47349159,47721517,HAVANA,-
chr18,NOVEL,misc_RNA,47397925,47398036,ENSEMBL,-
chr18,RNA5SP457,rRNA_pseudogene,47472636,47472759,ENSEMBL,-
chr18,RP11-813F20.4,lncRNA,47496091,47497327,HAVANA,-
chr18,ADAD1P2,processed_pseudogene,47590165,47590810,HAVANA,+
chr18,RP11-689E3.2,processed_pseudogene,47625112,47625532,HAVANA,+
chr18,KNOWN,misc_RNA,47733370,47733648,ENSEMBL,-
chr18,CFAP53,protein_coding,47753563,47792865,HAVANA,-
chr18,RP11-699C17.1,lncRNA,47782406,47782831,HAVANA,-
chr18,MBD1,protein_coding,47793252,47808144,HAVANA,-
chr18,CXXC1,protein_coding,47808713,47814209,HAVANA,-
chr18,RP11-1030E3.1,lncRNA,47828560,47839965,HAVANA,+
chr18,RP11-1030E3.2,processed_pseudogene,47844790,47845394,HAVANA,+
chr18,RNA5SP458,rRNA_pseudogene,47845372,47845490,ENSEMBL,+
chr18,SKA1,protein_coding,47901410,47920538,HAVANA,+
chr18,NOVEL,miRNA,47927311,47927418,ENSEMBL,-
chr18,RPLP0P11,processed_pseudogene,47984257,47985165,HAVANA,+
chr18,MAPK4,protein_coding,48086457,48258196,HAVANA,+
chr18,RP11-10I6.3,lncRNA,48173685,48177582,HAVANA,-
chr18,RP11-10I6.2,transcribed_processed_pseudogene,48195880,48196585,HAVANA,+
chr18,MRO,protein_coding,48321490,48351772,HAVANA,-
chr18,HNRNPA3P16,processed_pseudogene,48340762,48342100,HAVANA,+
chr18,RPL17P46,processed_pseudogene,48349947,48350490,HAVANA,+
chr18,ME2,protein_coding,48405450,48480627,HAVANA,+
chr18,NOVEL,misc_RNA,48485637,48485749,ENSEMBL,-
chr18,ELAC1,protein_coding,48494361,48514491,HAVANA,+
chr18,RP11-729L2.2,protein_coding,48494389,48584514,HAVANA,+
chr18,SMAD4,protein_coding,48554764,48611415,HAVANA,+
chr18,KNOWN,misc_RNA,48633124,48633416,ENSEMBL,-
chr18,SRSF10P1,processed_pseudogene,48684652,48685753,HAVANA,-
chr18,MEX3C,protein_coding,48700920,48744703,HAVANA,-
chr18,KNOWN,snRNA,48810103,48810266,ENSEMBL,-
chr18,LINC01630,lncRNA,48872619,49170309,HAVANA,+
chr18,SS18L2P2,processed_pseudogene,48947433,48948044,HAVANA,-
chr18,RP11-267C16.2,processed_pseudogene,48959807,48961153,HAVANA,+
chr18,NOVEL,snoRNA,49072717,49072818,ENSEMBL,+
chr18,RSL24D1P9,processed_pseudogene,49139009,49139480,HAVANA,-
chr18,RP11-440L16.1,processed_pseudogene,49213895,49214579,HAVANA,-
chr18,RPS8P3,processed_pseudogene,49371377,49371998,HAVANA,-
chr18,RP11-25O3.3,lncRNA,49749448,49750058,HAVANA,+
chr18,RP11-25O3.2,lncRNA,49810279,49835594,HAVANA,+
chr18,RP11-25O3.1,lncRNA,49862731,49865395,HAVANA,-
chr18,DCC,protein_coding,49866567,51062273,HAVANA,+
chr18,RP11-7K9.2,TEC,49935412,49935627,HAVANA,+
chr18,NOVEL,miRNA,50463664,50463773,ENSEMBL,+
chr18,KNOWN,miRNA,50763471,50763560,ENSEMBL,+
chr18,LINC01917,lncRNA,51007195,51107477,HAVANA,-
chr18,LINC01919,lncRNA,51094809,51156360,HAVANA,+
chr18,RPL29P32,processed_pseudogene,51131624,51132095,HAVANA,-
chr18,NOVEL,miRNA,51612956,51613026,ENSEMBL,-
chr18,RP11-116K4.1,processed_pseudogene,51668503,51668947,HAVANA,+
chr18,MBD2,protein_coding,51677976,51751039,HAVANA,-
chr18,KNOWN,snoRNA,51748654,51748782,ENSEMBL,-
chr18,RP11-850A17.1,lncRNA,51794716,51796398,HAVANA,-
chr18,POLI,protein_coding,51795887,51847636,HAVANA,+
chr18,STARD6,protein_coding,51850728,51884334,HAVANA,-
chr18,C18orf54,protein_coding,51884276,51911588,HAVANA,+
chr18,SNRPGP2,processed_pseudogene,51933259,51933484,HAVANA,-
chr18,CUPIN1P,unitary_pseudogene,51939133,51951002,HAVANA,+
chr18,RP11-61D1.2,processed_pseudogene,52051804,52051933,HAVANA,+
chr18,RP11-289E15.1,unprocessed_pseudogene,52230313,52234534,HAVANA,+
chr18,RP11-289E15.2,unprocessed_pseudogene,52245772,52245850,HAVANA,+
chr18,DYNAP,protein_coding,52254988,52266724,HAVANA,+
chr18,RAB27B,protein_coding,52385091,52562747,HAVANA,+
chr18,RPSAP57,processed_pseudogene,52411981,52412812,HAVANA,+
chr18,RP11-99A1.2,lncRNA,52546688,52548040,HAVANA,+
chr18,RP11-839G9.1,lncRNA,52553097,52565314,HAVANA,-
chr18,CCDC68,protein_coding,52568740,52626692,HAVANA,-
chr18,MAP1LC3P,processed_pseudogene,52621634,52621963,HAVANA,+
chr18,NOVEL,miRNA,52668527,52668629,ENSEMBL,-
chr18,LINC01929,lncRNA,52773135,52791537,HAVANA,-
chr18,RNA5SP459,rRNA_pseudogene,52813777,52813876,ENSEMBL,-
chr18,TCF4,protein_coding,52889416,53332018,HAVANA,-
chr18,TCF4-AS1,lncRNA,53119764,53150171,HAVANA,+
chr18,KNOWN,miRNA,53146452,53146529,ENSEMBL,+
chr18,TCF4-AS2,lncRNA,53159406,53163623,HAVANA,+
chr18,RP11-397A16.1,lncRNA,53257135,53506415,HAVANA,+
chr18,RPL21P126,processed_pseudogene,53303064,53303541,HAVANA,+
chr18,LINC01415,lncRNA,53443958,53448953,HAVANA,-
chr18,RP11-397A16.3,lncRNA,53484398,53486990,HAVANA,+
chr18,RP11-214L13.2,lncRNA,53531191,53533781,HAVANA,+
chr18,LINC01416,lncRNA,53548919,53665450,HAVANA,-
chr18,CTD-2008L17.1,lncRNA,53560269,53693313,HAVANA,+
chr18,CTD-2008L17.2,lncRNA,53670844,53858493,HAVANA,-
chr18,CTD-2008L17.3,lncRNA,53693619,53696417,HAVANA,+
chr18,LINC01905,lncRNA,53699061,53802526,HAVANA,+
chr18,RP11-456O19.5,lncRNA,53728340,53730309,HAVANA,-
chr18,NOVEL,snoRNA,53746625,53746825,ENSEMBL,-
chr18,LINC01539,lncRNA,53750587,53804767,HAVANA,-
chr18,RP11-456O19.3,lncRNA,53804804,53817333,HAVANA,+
chr18,TXNL1,protein_coding,54264440,54318831,HAVANA,-
chr18,WDR7,protein_coding,54318574,54697042,HAVANA,+
chr18,NOVEL,misc_RNA,54420457,54420557,ENSEMBL,-
chr18,RP11-383D22.1,lncRNA,54539899,54541201,HAVANA,-
chr18,NOVEL,snoRNA,54624501,54624699,ENSEMBL,+
chr18,WDR7-OT1,lncRNA,54695063,54706076,HAVANA,+
chr18,RP11-383D22.3,lncRNA,54713637,54714923,HAVANA,+
chr18,LINC-ROR,lncRNA,54721789,54739350,HAVANA,-
chr18,CTD-2526M8.3,lncRNA,54803553,54814229,HAVANA,-
chr18,BOD1L2,protein_coding,54814318,54817641,HAVANA,+
chr18,LINC02565,lncRNA,54836846,54838425,HAVANA,-
chr18,KNOWN,snRNA,54951833,54951939,ENSEMBL,-
chr18,ST8SIA3,protein_coding,55019788,55038962,HAVANA,+
chr18,RP11-714M23.2,lncRNA,55094365,55099344,HAVANA,+
chr18,ONECUT2,protein_coding,55102606,55158530,HAVANA,+
chr18,NOVEL,miRNA,55103053,55103112,ENSEMBL,+
chr18,FECH,protein_coding,55211609,55253964,HAVANA,-
chr18,RP11-706P11.2,lncRNA,55255843,55256323,HAVANA,-
chr18,NARS1,protein_coding,55267888,55289445,HAVANA,-
chr18,RP11-35G9.3,lncRNA,55297534,55336528,HAVANA,+
chr18,RP11-35G9.5,lncRNA,55306687,55405835,HAVANA,+
chr18,ATP8B1,protein_coding,55313658,55470547,HAVANA,-
chr18,KNOWN,snRNA,55422626,55422732,ENSEMBL,+
chr18,RSL24D1P11,processed_pseudogene,55505708,55506198,HAVANA,+
chr18,LINC01897,lncRNA,55628463,55631666,HAVANA,-
chr18,NOVEL,miRNA,55684016,55684116,ENSEMBL,-
chr18,HMGN1P30,processed_pseudogene,55686026,55686293,HAVANA,-
chr18,NEDD4L,protein_coding,55711458,56068772,HAVANA,+
chr18,RP11-718I15.1,lncRNA,55857066,55862928,HAVANA,-
chr18,RP11-845C23.2,lncRNA,56038798,56039898,HAVANA,+
chr18,RP11-845C23.3,lncRNA,56065895,56067314,HAVANA,-
chr18,RP11-1151B14.2,lncRNA,56083997,56084860,HAVANA,+
chr18,MIR122HG,lncRNA,56113020,56120998,HAVANA,+
chr18,KNOWN,miRNA,56118306,56118390,ENSEMBL,+
chr18,NOVEL,miRNA,56133495,56133559,ENSEMBL,-
chr18,RP11-1151B14.1,lncRNA,56143423,56144716,HAVANA,+
